2019-12-01 03:08:44|1|520569166|cart|region_07|1005115|0.00
2019-12-01 03:08:44|2|567659400|cart|region_01|1005253|0.00
2019-12-01 03:08:46|3|513578216|cart|region_01|1201295|0.00
2019-12-01 03:08:51|4|523199520|cart|region_01|1005115|0.00
2019-12-01 03:08:54|5|571315649|cart|region_02|4300072|0.00
2019-12-01 03:08:56|6|512691490|cart|region_03|10600492|0.00
2019-12-01 03:08:58|7|523199520|cart|region_01|1005115|0.00
2019-12-01 03:09:01|8|580018242|cart|region_03|1004856|0.00
2019-12-01 03:09:02|9|574456068|cart|region_05|100005472|0.00
2019-12-01 03:09:02|10|514219962|cart|region_03|13200021|not-a-number
